date,price
2020-01-01,700.8357074064346
2020-01-02,700.7556699557314
2020-01-03,698.2360952689208
2020-01-04,698.2933362772964
2020-01-05,700.9785802983171
2020-01-06,699.4987085923866
2020-01-07,702.1289839238285
2020-01-08,701.4820689788617
2020-01-09,701.8777253145614
2020-01-10,702.0732269194058
2020-01-11,704.8762737514163
2020-01-12,705.1931414449873
2020-01-13,702.9093386065797
2020-01-14,700.2873978656972
2020-01-15,697.221555758837
2020-01-16,693.7976154306485
2020-01-17,693.88988554856
2020-01-18,691.9731365881067
2020-01-19,691.8115133622193
2020-01-20,690.4037952902385
2020-01-21,688.8622266888253
2020-01-22,687.9005360070798
2020-01-23,689.3077071163666
2020-01-24,691.165997411904
2020-01-25,691.9083425172021
2020-01-26,689.9286974181078
2020-01-27,691.2159599690145
2020-01-28,692.5937533022303
2020-01-29,693.1430477094552
2020-01-30,691.9358068374171
2020-01-31,693.3535259881513
2020-02-01,694.1991631375047
2020-02-02,687.9654499543065
2020-02-03,689.2543540211285
2020-02-04,685.4268686794055
2020-02-05,686.7539918325882
2020-02-06,686.4458470357386
2020-02-07,688.833070397237
2020-02-08,688.6367479748251
2020-02-09,686.8635194547129
2020-02-10,686.5688121255472
2020-02-11,688.6884247154147
2020-02-12,688.7409179511379
2020-02-13,688.5122476313932
2020-02-14,689.9993546624098
2020-02-15,690.4200733956694
2020-02-16,690.408218584003
2020-02-17,693.1403387208097
2020-02-18,696.2505667849279
2020-02-19,697.4772192375852
2020-02-20,696.9053009346148
2020-02-21,699.8991229216565
2020-02-22,702.26536203632
2020-02-23,703.7031563673766
2020-02-24,701.2710032058848
2020-02-25,701.5523470125007
2020-02-26,700.065002663099
2020-02-27,699.7469781599902
2020-02-28,700.2270920185837
2020-02-29,700.4274108347649
2020-03-01,699.4770606231065
2020-03-02,702.0229681209463
2020-03-03,698.6307055872832
2020-03-04,700.0910726495424
2020-03-05,696.3761061063533
2020-03-06,697.1413023798002
2020-03-07,695.3674937272325
2020-03-08,697.1241012426975
2020-03-09,697.2970062907127
2020-03-10,697.7924190476464
2020-03-11,695.7558603965127
2020-03-12,694.4467201265176
2020-03-13,694.8611549133394
2020-03-14,696.0282947671581
2020-03-15,701.8864872506857
2020-03-16,702.3322038968928
2020-03-17,704.2842789476306
2020-03-18,701.1704110826121
2020-03-19,698.5106273599439
2020-03-20,697.7996378107271
2020-03-21,695.4047824194499
2020-03-22,698.3775809263826
2020-03-23,697.557143540822
2020-03-24,700.3215073176083
2020-03-25,703.2950722657796
2020-03-26,703.3806317055466
2020-03-27,704.3842312131619
2020-03-28,704.2720322664802
2020-03-29,705.3489062671892
2020-03-30,706.3155899707504
2020-03-31,706.0682907189663
2020-04-01,707.078230681892
2020-04-02,710.5256232332265
2020-04-03,711.9516556926484
2020-04-04,712.6032549199297
2020-04-05,712.8527939620161
2020-04-06,710.8274477144789
2020-04-07,708.772853960328
2020-04-08,709.4195670232884
2020-04-09,706.6807847751942
2020-04-10,705.148129577267
2020-04-11,707.7111522579953
2020-04-12,711.5396116521209
2020-04-13,708.2076994985255
2020-04-14,711.4609986231286
2020-04-15,711.0381220414375
2020-04-16,711.0081118673747
2020-04-17,710.7812886060893
2020-04-18,712.9423768601403
2020-04-19,709.7270237020539
2020-04-20,710.6393509247642
2020-04-21,708.7496105299882
2020-04-22,709.8911875887513
2020-04-23,712.9767802653374
2020-04-24,712.9759456125122
2020-04-25,713.7242557844538
2020-04-26,714.5433593409292
2020-04-27,712.9441723415882
2020-04-28,715.9674510413569
2020-04-29,719.3803875358789
2020-04-30,720.7839542801129
2020-05-01,720.9305251441282
2020-05-02,720.0067375134196
2020-05-03,718.7537570671215
2020-05-04,722.1754302322147
2020-05-05,725.0042603176728
2020-05-06,724.8769373400937
2020-05-07,721.7170762807515
2020-05-08,716.0530525409334
2020-05-09,713.8861992204049
2020-05-10,713.6249584284146
2020-05-11,716.4263364973007
2020-05-12,715.1230240791851
2020-05-13,716.132654991866
2020-05-14,718.739016915163
2020-05-15,718.996089548875
2020-05-16,718.7111938112973
2020-05-17,716.0936667828202
2020-05-18,713.6887161664113
2020-05-19,714.520915435243
2020-05-20,714.1191003688411
2020-05-21,714.3641630041477
2020-05-22,714.2696075727551
2020-05-23,715.5978956714725
2020-05-24,714.0285208486137
2020-05-25,713.3573595614473
2020-05-26,717.1497240187135
2020-05-27,715.550151741942
2020-05-28,714.9870008803418
2020-05-29,713.8082274763847
2020-05-30,714.6977902011992
2020-05-31,716.7425748460834
2020-06-01,715.7461516089111
2020-06-02,714.8833229267017
2020-06-03,714.3253597160957
2020-06-04,715.3850272830456
2020-06-05,713.9062366780252
2020-06-06,713.1543167460827
2020-06-07,708.4099290030566
2020-06-08,705.6464389840667
2020-06-09,705.4215514720281
2020-06-10,707.2172798184343
2020-06-11,707.8074313850381
2020-06-12,705.6098944717035
2020-06-13,702.8093820554476
2020-06-14,703.1587422412439
2020-06-15,699.8531349567382
2020-06-16,701.984988594172
2020-06-17,702.1127809774723
2020-06-18,698.8981406590043
2020-06-19,696.9662329413205
2020-06-20,695.5176103028583
2020-06-21,693.9712252824114
2020-06-22,690.9913592659684
2020-06-23,689.2420342219907
2020-06-24,687.8732311097099
2020-06-25,686.450659598489
2020-06-26,688.7065728483558
2020-06-27,688.9162284540101
2020-06-28,686.9297140191351
2020-06-29,686.2604708072269
2020-06-30,684.501356612604
2020-07-01,683.9013432945806
2020-07-02,685.6523616008633
2020-07-03,686.1569031620876
2020-07-04,690.7281055251437
2020-07-05,691.4799603766786
2020-07-06,689.6527713567244
2020-07-07,691.2722528183533
2020-07-08,693.4321152526384
2020-07-09,695.6204492355263
2020-07-10,693.4319673294561
2020-07-11,693.1366925004264
2020-07-12,695.4003164140834
2020-07-13,692.0308584963354
2020-07-14,691.0320249742914
2020-07-15,688.1781496034374
2020-07-16,686.3130091436434
2020-07-17,684.2880948381558
2020-07-18,686.7892345032426
2020-07-19,686.3201584334251
2020-07-20,684.5934472707415
2020-07-21,682.5222358079726
2020-07-22,682.8055701377157
2020-07-23,682.7832988830343
2020-07-24,685.4714476323811
2020-07-25,686.4714810240957
2020-07-26,683.6078854679657
2020-07-27,682.3499240527832
2020-07-28,684.4900690769251
2020-07-29,683.2479036815223
2020-07-30,686.7170480313698
2020-07-31,684.5204691687203
2020-08-01,685.6656958748018
2020-08-02,683.9432647680046
2020-08-03,682.9240745021118
2020-08-04,685.1212377985742
2020-08-05,684.8671034728972
2020-08-06,686.4940079631253
2020-08-07,687.4405891529549
2020-08-08,688.9483205200795
2020-08-09,687.1719440979085
2020-08-10,686.7287953015006
2020-08-11,687.5773005377023
2020-08-12,685.8791547923149
2020-08-13,689.1381548787796
2020-08-14,687.5836987944693
2020-08-15,686.9836916405937
2020-08-16,684.9705735110052
2020-08-17,680.6839573805279
2020-08-18,684.2777944256777
2020-08-19,683.8691165518717
2020-08-20,682.9732868750406
2020-08-21,682.575856751699
2020-08-22,685.4155846960919
2020-08-23,683.485371479963
2020-08-24,684.8445072114931
2020-08-25,683.9969307143942
2020-08-26,682.8035890033176
2020-08-27,683.937705428358
2020-08-28,685.9141865758434
2020-08-29,684.8863806752835
2020-08-30,683.3486823559339
2020-08-31,681.0104908612898
2020-09-01,683.2174983947466
2020-09-02,682.0669864051343
2020-09-03,678.3687249505834
2020-09-04,681.1886292273757
2020-09-05,678.4489102234699
2020-09-06,680.007831285988
2020-09-07,680.374688579323
2020-09-08,680.9505194437536
2020-09-09,679.7817688931309
2020-09-10,680.5129518135802
2020-09-11,677.1773920278117
2020-09-12,678.3534675252914
2020-09-13,681.4674876083557
2020-09-14,683.2355420032084
2020-09-15,679.1964618324349
2020-09-16,677.2280438278892
2020-09-17,676.8524539839395
2020-09-18,677.8263285938194
2020-09-19,677.613023246499
2020-09-20,676.626594472278
2020-09-21,677.8171950876626
2020-09-22,680.1454986201126
2020-09-23,679.6809106057393
2020-09-24,681.1387703405098
2020-09-25,675.9806688501309
2020-09-26,674.1056500779134
2020-09-27,673.4631322037974
2020-09-28,672.4859997622881
2020-09-29,673.1515961970971
2020-09-30,675.1790972920935
2020-10-01,676.1924353441503
2020-10-02,674.9479844006403
2020-10-03,671.9024482196319
2020-10-04,673.0163764607896
2020-10-05,669.3400229814496
2020-10-06,670.6460975482624
2020-10-07,670.2691993840024
2020-10-08,667.9175294081259
2020-10-09,668.4920440330594
2020-10-10,668.4862918277414
2020-10-11,668.413097241909
2020-10-12,668.2446506488542
2020-10-13,669.0836988657064
2020-10-14,670.9325669096235
2020-10-15,671.9257973065912
2020-10-16,673.9500636862358
2020-10-17,673.8617842485402
2020-10-18,677.0987028970042
2020-10-19,678.2409225412638
2020-10-20,677.1535344818982
2020-10-21,674.9657443684295
2020-10-22,675.3773379758976
2020-10-23,672.7642949300524
2020-10-24,670.8175429949389
2020-10-25,671.295717155686
2020-10-26,670.0799422631221
2020-10-27,668.2133097826683
2020-10-28,668.1443596904916
2020-10-29,668.2897154886991
2020-10-30,667.8780474382617
2020-10-31,667.1229536001431
2020-11-01,668.8322390575679
