date,price
2020-01-01,2.0250624698144715
2020-01-02,2.1306634509954754
2020-01-03,2.1558032996681065
2020-01-04,2.094762856597162
2020-01-05,2.163009806577203
2020-01-06,2.1194628620459723
2020-01-07,2.169157973838364
2020-01-08,2.2019715068862085
2020-01-09,2.2464471845364966
2020-01-10,2.323493833306954
2020-01-11,2.2501981168815566
2020-01-12,2.246718689134617
2020-01-13,2.344021164261911
2020-01-14,2.3928402514879084
2020-01-15,2.401698168354974
2020-01-16,2.350539511853526
2020-01-17,2.355875536501124
2020-01-18,2.3102814715739237
2020-01-19,2.236863123750702
2020-01-20,2.2656870589036298
2020-01-21,2.2689523391705473
2020-01-22,2.230276699032512
2020-01-23,2.2500241084806243
2020-01-24,2.2248296140912167
2020-01-25,2.313807568301586
2020-01-26,2.312278946083088
2020-01-27,2.3911333567065927
2020-01-28,2.3504932516646484
2020-01-29,2.38116070993483
2020-01-30,2.4733457087587083
2020-01-31,2.486900257869501
2020-02-01,2.5437226392220773
2020-02-02,2.4568060458133445
2020-02-03,2.492162783029391
2020-02-04,2.4936820896026353
2020-02-05,2.5319321884718606
2020-02-06,2.575315449372516
2020-02-07,2.4625029434819954
2020-02-08,2.4403228065016904
2020-02-09,2.406821642471717
2020-02-10,2.414429851972002
2020-02-11,2.317403182113516
2020-02-12,2.262877748739431
2020-02-13,2.3129737839158144
2020-02-14,2.321818406218433
2020-02-15,2.2674176791476004
2020-02-16,2.2547568107948273
2020-02-17,2.3096704636811194
2020-02-18,2.2176921243827206
2020-02-19,2.2071206937056074
2020-02-20,2.195637531541067
2020-02-21,2.204986502264519
2020-02-22,2.2301754755729135
2020-02-23,2.3256926006523155
2020-02-24,2.353381660373646
2020-02-25,2.3240075870072685
2020-02-26,2.3869050841545647
2020-02-27,2.3439716642496684
2020-02-28,2.365781019016753
2020-02-29,2.444354171582239
2020-03-01,2.4982199156506226
2020-03-02,2.5387743994833487
2020-03-03,2.4271975175472607
2020-03-04,2.422147391681992
2020-03-05,2.392778638354531
2020-03-06,2.459022051928467
2020-03-07,2.5010544758353714
2020-03-08,2.5141097849135194
2020-03-09,2.5538318673285803
2020-03-10,2.5213510430029786
2020-03-11,2.5530652685221553
2020-03-12,2.5578154016458967
2020-03-13,2.473655061295156
2020-03-14,2.490857368194902
2020-03-15,2.5262152697265656
2020-03-16,2.5858859989835974
2020-03-17,2.6122554253618477
2020-03-18,2.6625906215579644
2020-03-19,2.5759742549538007
2020-03-20,2.5573036468112846
2020-03-21,2.5501781269572765
2020-03-22,2.5336910087191504
2020-03-23,2.5292389027443254
2020-03-24,2.500369090307387
2020-03-25,2.537177364269638
2020-03-26,2.4876170868460137
2020-03-27,2.493875817430828
2020-03-28,2.497533453089503
2020-03-29,2.5047303148084796
2020-03-30,2.4573440989222264
2020-03-31,2.527305595156494
2020-04-01,2.515999408838767
2020-04-02,2.444056700596428
2020-04-03,2.4841217515112795
2020-04-04,2.483955179214594
2020-04-05,2.4791081013317227
2020-04-06,2.474314528829173
2020-04-07,2.4940863770256874
2020-04-08,2.4914242249192915
2020-04-09,2.4527492457945685
2020-04-10,2.3817899703998866
2020-04-11,2.396962567029618
2020-04-12,2.321052231770146
2020-04-13,2.3770376180325896
2020-04-14,2.3293445699448814
2020-04-15,2.2868638688465888
2020-04-16,2.23776888419422
